wavelength, amplitude
581.999, 462.99
582.335, 431.38
582.671, 433.95
583.007, 436.26
583.343, 457.02
583.679, 460.28
584.015, 450.78
584.351, 417.26
584.686, 427.17
585.022, 437.21
585.358, 410.89
585.693, 396.91
586.029, 410.75
586.364, 408.58
586.7, 459.19
587.035, 449.01
587.371, 433.55
587.706, 430.83
588.041, 437.21
588.376, 470.18
588.712, 465.7
589.047, 455.93
589.382, 432.73
589.717, 405.32
590.052, 405.46
590.387, 406.41
590.722, 414.55
591.057, 408.99
591.391, 438.97
591.726, 438.16
592.061, 432.33
592.395, 453.49
592.73, 450.91
593.065, 457.7
593.399, 464.48
593.734, 477.24
594.068, 459.6
594.402, 433.95
594.737, 430.15
595.071, 441.69
595.405, 422.15
595.739, 439.92
596.074, 435.72
596.408, 433.68
596.742, 435.31
597.076, 469.64
597.41, 481.99
597.744, 459.19
598.077, 462.18
598.411, 434.77
598.745, 454.03
599.079, 426.9
599.412, 412.52
599.746, 407.77
600.079, 416.86
600.413, 410.75
600.746, 420.25
601.08, 425
601.413, 430.15
601.747, 492.16
602.08, 500.3
602.413, 498.81
602.746, 495.42
603.079, 514.01
603.412, 468.15
603.746, 437.62
604.079, 427.71
604.411, 408.17
604.744, 430.15
605.077, 431.24
605.41, 430.29
605.743, 417.13
606.075, 424.73
606.408, 445.89
606.741, 452.95
607.073, 475.61
607.406, 437.75
607.738, 426.49
608.071, 451.32
608.403, 430.15
608.735, 426.49
609.068, 451.59
609.4, 445.76
609.732, 435.85
610.064, 407.09
610.396, 394.2
610.728, 411.97
611.06, 402.48
611.392, 413.06
611.724, 409.8
612.056, 437.62
612.388, 445.62
612.72, 437.89
613.051, 438.57
613.383, 471.4
613.714, 463.4
614.046, 425
614.378, 415.64
614.709, 395.15
615.04, 414.01
615.372, 434.63
615.703, 463.53
616.034, 467.87
616.366, 437.75
616.697, 413.19
617.028, 414.55
617.359, 430.15
617.69, 423.91
618.021, 413.87
618.352, 411.43
618.683, 394.2
619.014, 398.13
619.344, 409.4
619.675, 423.91
620.006, 430.29
620.336, 413.19
620.667, 384.57
620.998, 389.99
621.328, 393.79
621.659, 399.63
621.989, 422.15
622.319, 421.61
622.65, 420.39
622.98, 409.53
623.31, 404.24
623.64, 404.51
623.97, 420.25
624.3, 399.35
624.63, 402.48
624.96, 406.68
625.29, 384.7
625.62, 378.6
625.95, 392.03
626.28, 383.21
626.609, 400.44
626.939, 396.91
627.269, 417.26
627.598, 412.52
627.928, 388.36
628.257, 387.69
628.587, 395.83
628.916, 398.27
629.245, 387.41
629.575, 401.25
629.904, 413.19
630.233, 398
630.562, 393.25
630.891, 401.25
631.22, 385.52
631.549, 412.52
631.878, 398.27
632.207, 392.98
632.536, 409.8
632.865, 416.32
633.194, 405.73
633.522, 391.49
633.851, 383.34
634.18, 400.85
634.508, 395.01
634.837, 392.57
635.165, 401.8
635.494, 377.51
635.822, 387.69
636.15, 387.69
636.479, 383.21
636.807, 385.65
637.135, 391.89
637.463, 392.98
637.791, 408.04
638.119, 389.45
638.447, 411.97
638.775, 405.19
639.103, 383.48
639.431, 383.89
639.758, 402.2
640.086, 397.46
640.414, 396.51
640.741, 391.49
641.069, 392.57
641.397, 391.62
641.724, 401.93
642.052, 376.15
642.379, 387.96
642.706, 394.47
643.034, 406.27
643.361, 396.51
643.688, 399.22
644.015, 400.17
644.342, 402.07
644.669, 393.25
644.996, 406.68
645.323, 413.87
645.65, 403.56
645.977, 399.63
646.304, 384.02
646.63, 395.01
646.957, 388.64
647.284, 389.86
647.61, 399.35
647.937, 382.26
648.263, 389.45
648.59, 400.03
648.916, 398.54
649.243, 387.96
649.569, 396.1
649.895, 385.24
650.221, 409.8
650.548, 385.79
650.874, 386.06
651.2, 403.97
651.526, 405.05
651.852, 397.32
652.178, 401.39
652.504, 409.67
652.829, 435.31
653.155, 455.39
653.481, 470.05
653.806, 508.71
654.132, 493.79
654.458, 487.28
654.783, 572.62
655.109, 780.35
655.434, 2140.16
655.759, 21906.05
656.085, 53041.03
656.41, 56119.38
656.735, 46050.96
657.06, 19398.51
657.386, 5946.58
657.711, 2276.25
658.036, 1233.39
658.361, 834.08
658.686, 618.21
659.01, 505.46
659.335, 454.98
659.66, 433.14
659.985, 425.27
660.309, 430.97
660.634, 405.6
660.959, 411.57
661.283, 412.65
661.608, 402.07
661.932, 413.47
662.256, 401.12
662.581, 400.85
662.905, 398.81
663.229, 401.53
663.553, 391.89
663.878, 396.51
664.202, 394.06
664.526, 395.15
664.85, 393.38
665.174, 388.91
665.498, 387.55
665.821, 392.98
666.145, 391.76
666.469, 380.22
666.793, 383.75
667.116, 371.13
667.44, 388.23
667.763, 389.86
668.087, 376.29
668.41, 384.7
668.734, 389.72
669.057, 379.41
669.38, 382.8
669.703, 399.35
670.027, 399.49
670.35, 384.97
670.673, 391.62
670.996, 382.8
671.319, 387.96
671.642, 389.45
671.965, 394.2
672.288, 377.78
672.61, 380.5
672.933, 384.97
673.256, 383.89
673.578, 371
673.901, 382.12
674.224, 375.34
674.546, 392.3
674.868, 366.52
675.191, 374.53
675.513, 383.48
675.836, 371.4
676.158, 382.8
676.48, 381.04
676.802, 371.68
677.124, 378.05
677.446, 364.21
677.768, 360.01
678.09, 384.97
678.412, 391.89
678.734, 389.72
679.056, 380.22
679.377, 373.03
679.699, 382.12
680.021, 378.32
680.342, 377.1
680.664, 388.36
680.985, 377.1
681.307, 369.78
681.628, 382.26
681.949, 379
682.271, 384.02
682.592, 366.79
682.913, 379.68
683.234, 381.44
683.555, 388.64
683.876, 374.8
684.197, 377.1
684.518, 380.22
684.839, 379.41
685.16, 369.5
685.481, 381.85
685.802, 380.9
686.122, 373.58
686.443, 369.23
686.763, 380.77
687.084, 374.8
687.405, 367.2
687.725, 381.31
688.045, 372.22
688.366, 373.44
688.686, 373.03
689.006, 371.27
689.326, 380.36
689.646, 382.12
689.967, 379.82
690.287, 363.81
690.607, 375.75
690.926, 361.77
691.246, 376.42
691.566, 373.44
691.886, 377.51
692.206, 376.7
692.525, 382.12
692.845, 365.16
693.165, 379.95
693.484, 392.84
693.804, 380.09
694.123, 388.23
694.442, 375.75
694.762, 362.86
695.081, 365.98
695.4, 369.91
695.719, 370.05
696.038, 382.8
696.357, 372.49
696.677, 375.75
696.995, 378.19
697.314, 369.64
697.633, 381.44
697.952, 394.2
698.271, 378.46
698.59, 356.48
698.908, 376.7
699.227, 368.56
699.545, 372.35
699.864, 375.2
700.182, 373.71
700.501, 387.41
700.819, 376.15
701.137, 389.86
701.456, 376.97
701.774, 369.5
702.092, 378.05
702.41, 382.26
702.728, 372.76
703.046, 371.81
703.364, 376.29
703.682, 365.3
704, 381.04
704.318, 383.07
704.635, 376.7
704.953, 375.07
705.271, 367.33
705.588, 362.31
705.906, 366.25
706.223, 374.12
706.541, 363.26
706.858, 365.43
707.176, 367.47
707.493, 365.43
707.81, 361.09
708.127, 362.99
708.444, 368.42
708.761, 364.35
709.078, 368.42
709.395, 361.91
709.712, 380.5
710.029, 367.74
710.346, 363.67
710.663, 386.87
710.98, 368.28
711.296, 364.21
711.613, 374.8
711.929, 374.25
712.246, 366.66
712.562, 371.81
712.879, 362.72
713.195, 356.34
713.512, 377.65
713.828, 361.77
714.144, 370.86
714.46, 379.68
714.776, 375.07
715.092, 377.65
715.408, 380.5
715.724, 368.28
716.04, 360.96
716.356, 372.08
716.672, 376.29
716.988, 381.72
717.303, 357.56
717.619, 384.43
717.935, 381.85
718.25, 379.95
718.566, 383.07
718.881, 363.13
719.196, 373.98
719.512, 378.32
719.827, 369.78
720.142, 373.44
720.457, 351.87
720.773, 369.23
721.088, 368.96
721.403, 372.76
721.718, 373.17
722.033, 373.44
722.348, 389.18
722.662, 358.79
722.977, 378.19
723.292, 375.34
723.607, 364.62
