wavelength, amplitude
443.908, 523.55
444.262, 519.65
444.616, 512.2
444.97, 526.92
445.324, 514.86
445.678, 513.44
446.032, 519.83
446.385, 505.1
446.739, 520.18
447.093, 518.94
447.447, 509.36
447.8, 521.6
448.154, 507.23
448.507, 523.38
448.861, 507.58
449.214, 529.76
449.568, 524.26
449.921, 527.99
450.274, 551.59
450.628, 563.3
450.981, 554.43
451.334, 545.02
451.687, 535.8
452.041, 513.97
452.394, 537.75
452.747, 502.97
453.1, 510.07
453.453, 516.1
453.805, 512.02
454.158, 525.68
454.511, 510.96
454.864, 493.03
455.217, 520.89
455.569, 521.6
455.922, 501.02
456.275, 498.36
456.627, 513.97
456.98, 493.74
457.332, 507.58
457.684, 506.52
458.037, 504.04
458.389, 499.6
458.741, 489.84
459.094, 509.71
459.446, 510.07
459.798, 524.79
460.15, 513.97
460.502, 516.1
460.854, 511.67
461.206, 511.31
461.558, 511.49
461.91, 501.02
462.262, 478.49
462.614, 489.49
462.966, 471.74
463.317, 505.28
463.669, 490.2
464.021, 498.36
464.372, 489.49
464.724, 484.87
465.075, 512.02
465.427, 535.09
465.778, 531.54
466.13, 538.1
466.481, 537.57
466.832, 547.86
467.183, 562.23
467.535, 583.52
467.886, 575.54
468.237, 596.83
468.588, 587.96
468.939, 577.14
469.29, 593.28
469.641, 615.28
469.992, 591.69
470.343, 574.12
470.694, 590.98
471.044, 615.11
471.395, 653.25
471.746, 619.9
472.096, 604.46
472.447, 603.22
472.798, 611.56
473.148, 665.14
473.499, 712.34
473.849, 649.88
474.199, 587.96
474.55, 549.64
474.9, 521.96
475.25, 521.42
475.6, 525.5
475.951, 510.42
476.301, 528.52
476.651, 533.49
477.001, 532.25
477.351, 518.41
477.701, 516.99
478.051, 520.18
478.4, 528.17
478.75, 541.12
479.1, 542.54
479.45, 555.85
479.799, 553.54
480.149, 564.54
480.499, 598.43
480.848, 595.41
481.198, 605.88
481.547, 592.57
481.897, 601.98
482.246, 639.95
482.595, 634.98
482.945, 653.43
483.294, 654.32
483.643, 609.43
483.992, 588.32
484.341, 600.91
484.69, 584.59
485.039, 602.33
485.388, 718.73
485.737, 1306.91
486.086, 1949.03
486.435, 1897.4
486.784, 1191.22
487.132, 771.78
487.481, 657.16
487.83, 623.09
488.178, 628.41
488.527, 629.83
488.876, 629.66
489.224, 625.4
489.572, 610.14
489.921, 623.8
490.269, 605.88
490.618, 606.06
490.966, 688.92
491.314, 891.72
491.662, 989.13
492.01, 876.64
492.358, 654.32
492.706, 585.65
493.054, 557.09
493.402, 570.39
493.75, 571.28
494.098, 568.27
494.446, 546.8
494.794, 581.4
495.142, 556.02
495.489, 548.57
495.837, 557.44
496.184, 556.02
496.532, 540.23
496.88, 540.59
497.227, 552.3
497.574, 544.49
497.922, 560.28
498.269, 594.17
498.616, 558.68
498.964, 568.27
499.311, 567.91
499.658, 575.54
500.005, 602.51
500.352, 581.57
500.699, 552.65
501.046, 559.39
501.393, 566.14
501.74, 544.84
502.087, 567.56
502.434, 555.49
502.78, 556.55
503.127, 554.25
503.474, 584.23
503.82, 572.35
504.167, 587.78
504.513, 597.72
504.86, 611.56
505.206, 632.32
505.553, 616.17
505.899, 604.99
506.245, 623.8
506.592, 633.2
506.938, 666.03
507.284, 682.89
507.63, 659.82
507.976, 669.76
508.322, 683.6
508.668, 692.47
509.014, 690.69
509.36, 715
509.706, 736.29
510.052, 735.23
510.398, 751.91
510.743, 769.83
511.089, 784.55
511.435, 851.8
511.78, 894.74
512.126, 997.82
512.471, 1165.5
512.817, 1312.76
513.162, 1312.94
513.508, 1271.6
513.853, 1300.17
514.198, 1416.56
514.543, 1500.66
514.889, 1529.23
515.234, 1532.95
515.579, 1596.3
515.924, 2185.54
516.269, 3093.28
516.614, 2834.58
516.959, 1682.88
517.304, 921.71
517.648, 697.79
517.993, 636.22
518.338, 616.17
518.683, 641.54
519.027, 639.59
519.372, 636.93
519.716, 604.28
520.061, 568.8
520.405, 539.7
520.75, 518.76
521.094, 507.76
521.439, 514.68
521.783, 527.28
522.127, 533.84
522.471, 514.68
522.815, 538.99
523.159, 525.68
523.504, 539.17
523.848, 556.38
524.192, 541.65
524.535, 548.75
524.879, 563.65
525.223, 560.46
525.567, 573.23
525.911, 577.31
526.254, 579.27
526.598, 567.91
526.942, 542.72
527.285, 562.06
527.629, 556.2
527.972, 540.76
528.316, 533.31
528.659, 524.79
529.002, 528.52
529.346, 530.12
529.689, 527.81
530.032, 511.67
530.375, 533.31
530.718, 523.73
531.061, 553.18
531.404, 571.28
531.747, 561.35
532.09, 541.83
532.433, 567.2
532.776, 577.67
533.119, 584.41
533.461, 586.72
533.804, 579.44
534.147, 570.57
534.489, 562.59
534.832, 563.3
535.174, 613.16
535.517, 608.01
535.859, 592.93
536.202, 609.43
536.544, 583.88
536.886, 562.77
537.229, 568.98
537.571, 559.75
537.913, 571.99
538.255, 562.94
538.597, 565.96
538.939, 559.57
539.281, 527.28
539.623, 528.34
539.965, 555.14
540.307, 538.28
540.648, 563.83
540.99, 551.76
541.332, 562.06
541.674, 573.41
542.015, 575.89
542.357, 600.91
542.698, 601.8
543.04, 623.45
543.381, 622.56
543.722, 617.95
544.064, 637.64
544.405, 690.51
544.746, 934.66
545.087, 1944.95
545.429, 9859.77
545.77, 39100.66
546.111, 60422.3
546.452, 52253.22
546.793, 18580.65
547.134, 5789.16
547.474, 2253.14
547.815, 1268.94
548.156, 888.53
548.497, 748.53
548.837, 661.77
549.178, 590.8
549.519, 579.44
549.859, 569.33
550.2, 568.8
550.54, 567.73
550.881, 541.83
551.221, 564.01
551.561, 543.6
551.901, 549.46
552.242, 547.68
552.582, 548.22
552.922, 561.35
553.262, 581.22
553.602, 593.11
553.942, 605.35
554.282, 597.36
554.622, 590.27
554.962, 588.49
555.302, 617.24
555.641, 605.7
555.981, 634.45
556.321, 632.67
556.66, 638.35
557, 619.01
557.339, 620.78
557.679, 665.32
558.018, 693.71
558.358, 769.47
558.697, 771.25
559.036, 673.84
559.376, 661.59
559.715, 628.41
560.054, 625.22
560.393, 656.27
560.732, 673.3
561.071, 681.11
561.41, 672.42
561.749, 695.31
562.088, 689.81
562.427, 714.47
562.766, 764.68
563.104, 903.25
563.443, 1060.46
563.782, 960.03
564.12, 719.61
564.459, 603.75
564.797, 598.43
565.136, 591.51
565.474, 579.62
565.813, 558.51
566.151, 571.46
566.489, 579.44
566.827, 586.19
567.166, 605.53
567.504, 622.03
567.842, 611.74
568.18, 621.14
568.518, 610.85
568.856, 600.2
569.194, 595.77
569.531, 584.59
569.869, 577.85
570.207, 573.94
570.545, 561.52
570.882, 533.31
571.22, 549.81
571.558, 532.78
571.895, 542.18
572.233, 525.15
572.57, 523.38
572.907, 513.44
573.245, 521.78
573.582, 510.78
573.919, 513.97
574.257, 508.12
574.594, 517.7
574.931, 498.18
575.268, 506.7
575.605, 547.15
575.942, 640.3
576.279, 1378.06
576.616, 4020
576.952, 8504.91
577.289, 7866.51
577.626, 3235.75
577.963, 1536.5
578.299, 1344.7
578.636, 3477.24
578.972, 8111.37
579.309, 9716.05
579.645, 4398.28
579.982, 1887.28
580.318, 926.14
580.654, 645.63
580.991, 550.88
581.327, 527.1
581.663, 515.04
581.999, 487.36
582.335, 472.45
582.671, 454.18
583.007, 472.28
583.343, 469.26
583.679, 458.26
584.015, 474.58
584.351, 457.55
584.686, 456.13
585.022, 458.44
585.358, 464.11
585.693, 455.42
586.029, 481.68
586.364, 487.18
586.7, 483.45
587.035, 460.74
587.371, 471.74
587.706, 465.53
588.041, 471.57
588.376, 553.54
588.712, 693.18
589.047, 883.91
589.382, 835.3
589.717, 712.52
590.052, 583.17
590.387, 499.78
590.722, 490.73
591.057, 473.52
591.391, 460.39
591.726, 487.18
592.061, 454.53
592.395, 454
592.73, 455.06
593.065, 470.86
593.399, 454.36
593.734, 436.79
594.068, 443.18
594.402, 438.21
594.737, 462.87
595.071, 444.42
595.405, 441.58
595.739, 442.29
596.074, 470.68
596.408, 441.4
596.742, 439.27
597.076, 459.32
597.41, 459.32
597.744, 451.16
598.077, 474.05
598.411, 482.57
598.745, 497.12
599.079, 494.99
599.412, 514.68
599.746, 519.47
600.079, 503.33
600.413, 542.54
600.746, 547.51
601.08, 539.17
601.413, 535.09
601.747, 527.1
602.08, 542.01
602.413, 540.94
602.746, 538.1
603.079, 551.05
603.412, 566.31
603.746, 548.75
604.079, 573.59
604.411, 565.6
604.744, 565.07
605.077, 571.1
605.41, 559.04
605.743, 542.01
606.075, 557.97
606.408, 527.28
606.741, 529.59
607.073, 525.86
607.406, 531.36
607.738, 525.68
608.071, 502.44
608.403, 509.89
608.735, 490.02
609.068, 501.91
609.4, 472.28
609.732, 483.45
610.064, 469.44
610.396, 463.94
610.728, 492.33
611.06, 472.99
611.392, 477.78
611.724, 497.83
612.056, 522.67
612.388, 513.08
612.72, 498.71
613.051, 488.24
613.383, 455.6
613.714, 474.58
614.046, 482.92
614.378, 482.03
614.709, 471.39
615.04, 471.21
615.372, 477.95
615.703, 456.84
616.034, 440.87
616.366, 462.87
616.697, 466.24
617.028, 472.81
617.359, 462.16
617.69, 449.39
618.021, 439.98
618.352, 460.92
618.683, 472.28
619.014, 476.36
619.344, 483.63
619.675, 429.87
620.006, 413.19
620.336, 411.59
620.667, 431.47
620.998, 408.05
621.328, 438.56
621.659, 402.19
621.989, 427.21
622.319, 411.59
622.65, 423.48
622.98, 416.21
623.31, 422.77
623.64, 435.55
623.97, 411.42
624.3, 406.27
624.63, 419.4
624.96, 416.74
625.29, 428.1
625.62, 409.64
625.95, 421.71
626.28, 414.97
626.609, 424.72
626.939, 423.48
627.269, 416.92
627.598, 428.27
627.928, 427.39
628.257, 425.61
628.587, 435.02
628.916, 430.58
629.245, 423.3
629.575, 427.21
629.904, 433.6
630.233, 422.95
630.562, 435.19
630.891, 415.14
631.22, 408.58
631.549, 438.39
631.878, 430.22
632.207, 420.11
632.536, 397.58
632.865, 424.55
633.194, 402.01
633.522, 414.43
633.851, 416.38
634.18, 423.3
634.508, 420.64
634.837, 403.79
635.165, 400.59
635.494, 419.93
635.822, 405.92
636.15, 409.82
636.479, 421.71
636.807, 435.37
637.135, 423.13
637.463, 411.59
637.791, 406.09
638.119, 411.24
638.447, 434.48
638.775, 437.5
639.103, 448.32
639.431, 420.29
639.758, 463.4
640.086, 450.27
640.414, 433.24
640.741, 470.68
641.069, 442.11
641.397, 451.69
641.724, 466.07
642.052, 472.81
642.379, 442.11
642.706, 460.57
643.034, 475.82
643.361, 471.92
643.688, 477.6
644.015, 465.89
644.342, 466.78
644.669, 446.55
644.996, 459.68
645.323, 435.9
645.65, 456.48
645.977, 457.55
646.304, 478.49
646.63, 459.15
646.957, 482.21
647.284, 499.78
647.61, 471.03
647.937, 476
648.263, 485.76
648.59, 458.79
648.916, 466.6
649.243, 477.07
649.569, 437.85
649.895, 455.42
650.221, 451.16
650.548, 444.24
650.874, 448.14
651.2, 432.53
651.526, 438.03
651.852, 449.03
652.178, 457.55
652.504, 456.66
652.829, 449.92
653.155, 440.69
653.481, 451.69
653.806, 452.23
654.132, 463.94
654.458, 459.5
654.783, 477.42
655.109, 478.13
655.434, 609.43
655.759, 1504.39
656.085, 3194.59
656.41, 6235.04
