wavelength, amplitude
431.489, 3727.31
431.844, 4038.71
432.2, 4207.09
432.555, 4227.85
432.911, 4486.18
433.266, 4682.25
433.622, 5083.59
433.977, 5272.73
434.332, 5745.59
434.687, 6229.97
435.043, 6202.29
435.398, 6227.66
435.753, 6432.95
436.108, 6564.43
436.463, 6575.96
436.818, 6806.62
437.173, 7468.61
437.528, 8292.07
437.882, 9113.22
438.237, 9646.04
438.592, 9461.51
438.947, 9556.08
439.301, 9429.22
439.656, 8105.23
440.01, 6322.23
440.365, 5039.77
440.72, 4719.15
441.074, 4811.41
441.428, 4809.11
441.783, 4656.87
442.137, 4393.92
442.491, 4264.75
442.846, 3983.35
443.2, 3808.05
443.554, 3579.69
443.908, 3595.84
444.262, 3974.12
444.616, 4036.4
444.97, 4400.84
445.324, 4373.16
445.678, 4649.95
446.032, 4465.43
446.385, 4550.77
446.739, 4668.41
447.093, 4543.85
447.447, 4825.25
447.8, 5152.79
448.154, 5418.05
448.507, 6402.97
448.861, 7443.24
449.214, 9364.63
449.568, 11396.75
449.921, 13892.48
450.274, 17133.25
450.628, 20593.14
450.981, 22913.58
451.334, 20420.15
451.687, 13931.69
452.041, 8940.22
452.394, 7597.78
452.747, 7083.41
453.1, 6852.75
453.453, 6352.22
453.805, 6246.12
454.158, 6285.33
454.511, 5803.25
454.864, 5623.34
455.217, 5454.95
455.569, 5226.6
455.922, 5358.08
456.275, 5424.97
456.627, 5381.14
456.98, 5205.84
457.332, 5132.03
457.684, 4732.99
458.037, 4446.97
458.389, 4532.32
458.741, 4098.68
459.094, 4246.3
459.446, 4262.44
459.798, 4303.96
460.15, 4500.02
460.502, 4398.53
460.854, 4647.65
461.206, 4585.37
461.558, 4472.35
461.91, 4017.95
462.262, 3833.42
462.614, 3731.93
462.966, 3404.39
463.317, 3390.55
463.669, 3249.85
464.021, 3295.98
464.372, 3595.84
464.724, 3778.06
465.075, 4218.62
465.427, 4578.45
465.778, 5141.26
466.13, 5784.8
466.481, 6054.67
466.832, 6026.99
467.183, 5860.92
467.535, 6382.21
467.886, 6951.94
468.237, 7766.16
468.588, 7964.53
468.939, 7747.71
469.29, 7131.85
469.641, 6783.55
469.992, 6573.65
470.343, 6313.01
470.694, 6038.52
471.044, 6024.68
471.395, 6013.15
471.746, 5980.86
472.096, 6156.16
472.447, 5994.7
472.798, 5886.29
473.148, 6223.05
473.499, 6539.05
473.849, 6709.74
474.199, 6329.15
474.55, 6089.27
474.9, 6119.25
475.25, 6675.14
475.6, 6566.73
475.951, 6389.13
476.301, 6509.07
476.651, 7023.44
477.001, 7203.35
477.351, 7390.19
477.701, 7023.44
478.051, 6949.63
478.4, 6705.13
478.75, 7090.33
479.1, 8179.04
479.45, 8882.56
479.799, 9514.56
480.149, 10628.65
480.499, 12679.21
480.848, 14962.74
481.198, 18332.68
481.547, 21361.24
481.897, 26410.38
482.246, 32658.95
482.595, 39931.64
482.945, 46883.72
483.294, 50050.68
483.643, 47642.59
483.992, 33159.48
484.341, 15191.1
484.69, 8905.62
485.039, 7625.46
485.388, 7436.32
485.737, 7588.56
486.086, 7803.07
486.435, 8301.29
486.784, 8762.61
487.132, 8958.67
487.481, 9242.39
487.83, 9313.89
488.178, 9369.25
488.527, 9636.81
488.876, 10038.16
489.224, 10065.84
489.572, 9551.47
489.921, 9703.7
490.269, 9579.15
490.618, 9438.45
490.966, 9300.05
491.314, 8974.82
491.662, 8548.1
492.01, 8176.74
492.358, 8086.78
492.706, 7625.46
493.054, 7542.42
493.402, 7148
493.75, 7263.33
494.098, 7572.41
494.446, 7291.01
494.794, 7184.9
495.142, 6901.19
495.489, 6857.37
495.837, 6758.18
496.184, 7272.55
496.532, 7828.44
496.88, 7597.78
497.227, 7424.79
497.574, 7406.33
497.922, 7088.02
498.269, 7152.61
498.616, 7203.35
498.964, 6739.73
499.311, 7007.29
499.658, 7189.51
500.005, 7549.34
500.352, 8100.62
500.699, 7572.41
501.046, 7180.29
501.393, 6723.58
501.74, 6368.37
502.087, 5964.71
502.434, 5761.73
502.78, 5450.34
503.127, 5784.8
503.474, 6506.76
503.82, 7124.93
504.167, 7406.33
504.513, 7703.89
504.86, 8243.63
505.206, 9302.36
505.553, 9583.76
505.899, 10356.47
506.245, 9973.58
506.592, 9537.63
506.938, 9906.68
507.284, 10485.64
